상호명,업종,분류,행정동명,지번주소,경도,위도
종로할머니칼국수,한식,국수/칼국수,남산동,경상남도 창원시 성산구 남산동 601-4,128.69582,35.2026226
위치,기타 간이,김밥/만두/분식,오동동,경상남도 창원시 마산합포구 오동동 153-33,128.5777507,35.20740804
경성설렁탕,한식,국/탕/찌개류,석전동,경상남도 창원시 마산회원구 석전동 258-4,128.5755803,35.22980064
연기나는집,한식,돼지고기 구이/찜,용호동,경상남도 창원시 성산구 용호동 73-22,128.6811881,35.2298023
아라가야,한식,백반/한정식,구암동,경상남도 창원시 마산회원구 구암동 25-12,128.590558,35.24244749
도야족발보쌈,한식,백반/한정식,이동,경상남도 창원시 진해구 이동 47-13,128.7006129,35.15070028
에나면옥,한식,냉면/밀면,대방동,경상남도 창원시 성산구 대방동 358,128.709229,35.21016175
삼보집밥,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 323-2,128.5848569,35.21051088
진식당,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 143-1,128.6712314,35.24672333
남도시골밥상,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
어탕골,한식,백반/한정식,북면,경상남도 창원시 의창구 북면 신촌리 1459-9,128.6105055,35.35291504
옛날손짜장,중식,중국집,천선동,경상남도 창원시 성산구 천선동 1142,128.6946017,35.18722438
한방족발,한식,족발/보쌈,상남동,경상남도 창원시 마산합포구 상남동 40-7,128.5709152,35.21624735
화이트김밥,기타 간이,김밥/만두/분식,월영동,경상남도 창원시 마산합포구 월영동 424-1,128.5561071,35.18218836
송담추어탕,한식,국/탕/찌개류,남문동,경상남도 창원시 진해구 남문동 1233,128.7500361,35.10662233
회나라,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 15-24,128.5842681,35.23257145
카라토스트,기타 간이,토스트/샌드위치/샐러드,창동,경상남도 창원시 마산합포구 창동 34-3,128.5740374,35.20726345
민채김밥,기타 간이,김밥/만두/분식,북면,경상남도 창원시 의창구 북면 무동리 145-3,128.5847008,35.31728399
장터족발,한식,족발/보쌈,남성동,경상남도 창원시 마산합포구 남성동 185-2,128.5753239,35.20280432
카페101,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 101-1,128.6752456,35.21929807
몬스터홀덤,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 22-2,128.6836247,35.22035979
네네치킨석전점,기타 간이,치킨,석전동,경상남도 창원시 마산회원구 석전동 264-30,128.5719668,35.226789
성호네횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 석곡리 521-2,128.5491136,35.10709488
교촌치킨,기타 간이,치킨,남문동,경상남도 창원시 진해구 남문동 1246-4,128.7535448,35.10645635
주남지맛집,한식,돼지고기 구이/찜,대산면,경상남도 창원시 의창구 대산면 제동리 456-91,128.7001285,35.32185382
육더미샤브&국밥석전점,한식,국/탕/찌개류,석전동,경상남도 창원시 마산회원구 석전동 245-3,128.5783733,35.23170735
동남아귀찜,한식,해산물 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 15-16,128.5839048,35.23246503
육해한홍군,한식,횟집,도계동,경상남도 창원시 의창구 도계동 410-7,128.6390598,35.25675893
골목밥집,한식,백반/한정식,회원동,경상남도 창원시 마산회원구 회원동 644-29,128.5606952,35.21874698
부산매점,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 207-12,128.5874977,35.21727677
요링,일식,일식 회/초밥,창포동3가,경상남도 창원시 마산합포구 창포동3가 8-4,128.5605846,35.18187926
포미아,동남아시아,베트남식 전문,용호동,경상남도 창원시 성산구 용호동 17-13,128.68618,35.23553413
이차돌,한식,소고기 구이/찜,해운동,경상남도 창원시 마산합포구 해운동 17-7,128.5586508,35.17845376
고수의레시피,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 246-10,128.5768655,35.22976748
킴브로스피자&파스타,서양식,경양식,두월동1가,경상남도 창원시 마산합포구 두월동1가 4-3,128.5610539,35.18785354
화성촌국수,한식,국수/칼국수,진동면,경상남도 창원시 마산합포구 진동면 진동리 861-2,128.4834496,35.1144418
캠프글라스하우스,기타 간이,김밥/만두/분식,산호동,경상남도 창원시 마산합포구 산호동 11-1,128.58519,35.22019953
또래오래용원신항점,기타 간이,치킨,안골동,경상남도 창원시 진해구 안골동 352-11,128.805036,35.10105036
마금산횟집,한식,횟집,북면,경상남도 창원시 의창구 북면 신촌리 909-3,128.607913,35.34759182
원탕분식,기타 간이,김밥/만두/분식,북면,경상남도 창원시 의창구 북면 신촌리 406-4,128.6094404,35.35466011
진이튀김,기타 간이,김밥/만두/분식,화천동,경상남도 창원시 진해구 화천동 50-1,128.6647071,35.15133525
정성순대창원,한식,백반/한정식,사림동,경상남도 창원시 의창구 사림동 165-1,128.7000135,35.23952028
큰이모횟집,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1050-8,128.5086709,35.24663234
용궁식육식당,한식,돼지고기 구이/찜,장군동3가,경상남도 창원시 마산합포구 장군동3가 12-2,128.5652091,35.19645184
두식이두마리치킨반림점,기타 간이,치킨,반림동,경상남도 창원시 성산구 반림동 8,128.6689468,35.23880357
인생대패,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 79-7,128.6779342,35.22691802
퇘랑2,한식,돼지고기 구이/찜,충무동,경상남도 창원시 진해구 충무동 15-4,128.6628468,35.15201249
유에스레스토랑,서양식,경양식,화천동,경상남도 창원시 진해구 화천동 21-2,128.6604539,35.15198049
지혜네분식,기타 간이,김밥/만두/분식,경화동,경상남도 창원시 진해구 경화동 732,128.6858135,35.15667124
뼈대손손,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 76-3,128.6807705,35.22189025
수제생강차,기타 간이,그 외 기타 간이 음식점,완월동,경상남도 창원시 마산합포구 완월동 213-12,128.5608885,35.1973373
덤덤덤쪽갈비마산상곡점,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1046-6,128.5087349,35.24808335
원조두마리통닭진동점,기타 간이,치킨,진동면,경상남도 창원시 마산합포구 진동면 진동리 321,128.4867628,35.11260763
효자국밥,한식,국/탕/찌개류,남성동,경상남도 창원시 마산합포구 남성동 253-6,128.5770222,35.20069592
눈꽃대패,한식,백반/한정식,남문동,경상남도 창원시 진해구 남문동 1233,128.7500361,35.10662233
충무로38양곱창,한식,곱창 전골/구이,석동,경상남도 창원시 진해구 석동 180-13,128.7034188,35.15281138
꾸쌈,한식,백반/한정식,서상동,경상남도 창원시 의창구 서상동 691-11,128.6222882,35.25654887
예술농,한식,백반/한정식,중동,경상남도 창원시 의창구 중동 784-1,128.6250252,35.25663392
알통떡강정,기타 간이,치킨,성주동,경상남도 창원시 성산구 성주동 100,128.7116761,35.20362116
회사랑,한식,횟집,팔용동,경상남도 창원시 의창구 팔용동 176-1,128.6130297,35.26022881
시락가마솥밥,한식,백반/한정식,진전면,경상남도 창원시 마산합포구 진전면 시락리 332,128.4350495,35.06729023
춘자2022,한식,횟집,석동,경상남도 창원시 진해구 석동 142-5,128.703445,35.15202699
대패의정석,한식,돼지고기 구이/찜,자은동,경상남도 창원시 진해구 자은동 627-1,128.7054744,35.14045895
굿푸드,기타 간이,치킨,석전동,경상남도 창원시 마산회원구 석전동 264-48,128.573073,35.2278835
혼돈참숯갈비,한식,돼지고기 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 26-11,128.5888903,35.23518119
민아네뒷통구이,한식,돼지고기 구이/찜,광화동,경상남도 창원시 진해구 광화동 16-2,128.6590826,35.14797661
석이네꼬막짬뽕,중식,중국집,자은동,경상남도 창원시 진해구 자은동 834-5,128.7078807,35.1471515
삼천짜장사천짬뽕,중식,중국집,양덕동,경상남도 창원시 마산회원구 양덕동 11-3,128.5813917,35.23439714
양금양꼬치,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1046-7,128.5086683,35.24798448
통뼈감자탕대산점,한식,국/탕/찌개류,대산면,경상남도 창원시 의창구 대산면 제동리 265-5,128.7093732,35.33641156
김충기꽃삼겹창원,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 70-11,128.6768937,35.22729342
팔용갈비,한식,돼지고기 구이/찜,팔용동,경상남도 창원시 의창구 팔용동 32-4,128.6433157,35.23486812
옥이네김밥,기타 간이,김밥/만두/분식,팔용동,경상남도 창원시 의창구 팔용동 169-1,128.6124861,35.25955551
수달분식,기타 간이,김밥/만두/분식,명동,경상남도 창원시 진해구 명동 92,128.7306872,35.09442698
썬더치킨도계,기타 간이,치킨,도계동,경상남도 창원시 의창구 도계동 349-1,128.6358944,35.25810969
콩남울교실,한식,백반/한정식,화천동,경상남도 창원시 진해구 화천동 22-2,128.6602761,35.15171103
드림푸드,한식,백반/한정식,서성동,경상남도 창원시 마산합포구 서성동 84-7,128.567714,35.20135289
떡보킹,기타 간이,김밥/만두/분식,합성동,경상남도 창원시 마산회원구 합성동 162-5,128.5857827,35.24000082
림스치킨/해산물포차,기타 간이,치킨,화천동,경상남도 창원시 진해구 화천동 35-2,128.662012,35.15193593
보재기횟집,한식,횟집,귀곡동,경상남도 창원시 성산구 귀곡동 721-6,128.5991546,35.16975975
전재경스시,일식,일식 회/초밥,산호동,경상남도 창원시 마산합포구 산호동 31-13,128.5821584,35.22021415
불끈꼼장어,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 149-1,128.5787725,35.20746626
외가집곰탕,한식,국/탕/찌개류,양덕동,경상남도 창원시 마산회원구 양덕동 12-49,128.5830405,35.23296497
방그레회관,한식,돼지고기 구이/찜,봉곡동,경상남도 창원시 의창구 봉곡동 33-12,128.6499944,35.24436037
고&배,일식,일식 회/초밥,서상동,경상남도 창원시 의창구 서상동 654-20,128.6209876,35.26037753
팔룡면사무소,한식,국수/칼국수,팔용동,경상남도 창원시 의창구 팔용동 102-7,128.6136038,35.25619659
보리밭,한식,백반/한정식,용원동,경상남도 창원시 진해구 용원동 1343-6,128.8166564,35.08722595
집밥친정,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 73-4,128.6795611,35.22045478
황금돼지한상,한식,돼지고기 구이/찜,상남동,경상남도 창원시 마산합포구 상남동 227-1,128.576286,35.20996605
윤숯닭,한식,돼지고기 구이/찜,월영동,경상남도 창원시 마산합포구 월영동 614-264,128.5638886,35.17698721
오리&장어,한식,해산물 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 324-7,128.5866924,35.23968091
명가밀면,한식,냉면/밀면,용원동,경상남도 창원시 진해구 용원동 1230-9,128.8189922,35.09928025
펄파라다이스경양식,서양식,경양식,진동면,경상남도 창원시 마산합포구 진동면 다구리 137-1,128.5327482,35.11400982
마마킴스,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 621-1,128.4857611,35.11757858
서요,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 22-2,128.6836247,35.22035979
바다양푼이동태탕,한식,국/탕/찌개류,산호동,경상남도 창원시 마산합포구 산호동 30-26,128.5820211,35.21790717
"오늘,연어",한식,횟집,산호동,경상남도 창원시 마산합포구 산호동 23-4,128.5838683,35.21970112
종로감자탕,한식,국/탕/찌개류,이동,경상남도 창원시 진해구 이동 63-12,128.7004873,35.15013311
그래그래,서양식,경양식,신월동,경상남도 창원시 성산구 신월동 32-25,128.6923942,35.22856689
계림추어탕,한식,국/탕/찌개류,중앙동,경상남도 창원시 성산구 중앙동 96-1,128.6789506,35.2236402
남강오리탕,한식,백반/한정식,자산동,경상남도 창원시 마산합포구 자산동 301-6,128.5670913,35.20182454
정화식당,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 33,128.6817416,35.2197935
두레박식당,한식,백반/한정식,이동,경상남도 창원시 진해구 이동 678-7,128.6993635,35.15346585
사시사철아구찜,한식,해산물 구이/찜,자은동,경상남도 창원시 진해구 자은동 947-12,128.708449,35.14813975
파파족발,한식,족발/보쌈,석전동,경상남도 창원시 마산회원구 석전동 248-7,128.5748839,35.23074143
옛날통닭지귀점,기타 간이,치킨,봉곡동,경상남도 창원시 의창구 봉곡동 61-6,128.6593459,35.24582416
불닭발땡초동대문엽기떡볶이진해,기타 간이,김밥/만두/분식,용원동,경상남도 창원시 진해구 용원동 1211-2,128.8102192,35.10166486
국수집,한식,국수/칼국수,양덕동,경상남도 창원시 마산회원구 양덕동 48-25,128.5888144,35.23227899
돈토지족발,한식,족발/보쌈,진동면,경상남도 창원시 마산합포구 진동면 진동리 435-7,128.4865809,35.11891844
"안녕,낙곱새",한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 60,128.5630011,35.18361682
소담제사,한식,백반/한정식,회성동,경상남도 창원시 마산회원구 회성동 449-3,128.5588727,35.23330432
자매밥상,한식,백반/한정식,명서동,경상남도 창원시 의창구 명서동 199-2,128.6486098,35.2429616
누룽지삼계탕,한식,닭/오리고기 구이/찜,안민동,경상남도 창원시 성산구 안민동 257,128.6923745,35.18743545
고릴라푸드,한식,백반/한정식,신월동,경상남도 창원시 성산구 신월동 68-1,128.6919613,35.22804655
전원식당,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 100-6,128.6755232,35.21965709
만수원식당,한식,백반/한정식,진북면,경상남도 창원시 마산합포구 진북면 망곡리 473-5,128.4851124,35.14139717
림스치킨,기타 간이,치킨,대방동,경상남도 창원시 성산구 대방동 364-1,128.707576,35.20826944
대구반야월막창,한식,곱창 전골/구이,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 177-7,128.5228515,35.26121093
숟가락젓가락,한식,백반/한정식,석동,경상남도 창원시 진해구 석동 186-8,128.7028514,35.15319327
달구돼지국밥,한식,백반/한정식,대산면,경상남도 창원시 의창구 대산면 제동리 377-43,128.7146195,35.32632109
태영생막창,한식,곱창 전골/구이,해운동,경상남도 창원시 마산합포구 해운동 35-12,128.5614245,35.17947758
조선각,중식,중국집,중앙동,경상남도 창원시 성산구 중앙동 70-2,128.6764032,35.22774687
후니야,일식,일식 회/초밥,용호동,경상남도 창원시 성산구 용호동 73-14,128.6800217,35.2295745
따홍마라탕양꼬치,중식,중국집,북면,경상남도 창원시 의창구 북면 무동리 145-4,128.5848525,35.31697677
한식대첩도시락,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 101-1,128.6752456,35.21929807
금옥돈가스,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 28-5,128.6837255,35.23762127
제주오라방식당,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 98-1,128.6771328,35.22301037
명동갈비탕,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 156-1,128.6073315,35.25656175
갈비와오리,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 52-8,128.6902368,35.21509408
국가대표109무한리필교원점,한식,돼지고기 구이/찜,교원동,경상남도 창원시 마산합포구 교원동 28-1,128.5695044,35.21554187
불막열삼창원,한식,곱창 전골/구이,봉곡동,경상남도 창원시 의창구 봉곡동 37-1,128.6513248,35.24309124
종가돼지국밥,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 35-12,128.6496615,35.24395652
알브이디,서양식,경양식,석동,경상남도 창원시 진해구 석동 174-1,128.7019793,35.1526124
미가,기타 간이,김밥/만두/분식,용원동,경상남도 창원시 진해구 용원동 1345-2,128.8179336,35.08773116
땅스부대찌개창원남양점,한식,국/탕/찌개류,남양동,경상남도 창원시 성산구 남양동 26-2,128.7042084,35.2087488
가마솥옛날시골통닭,기타 간이,치킨,현동,경상남도 창원시 마산합포구 현동 377,128.5544284,35.15000602
항아리민속촌,한식,백반/한정식,구암동,경상남도 창원시 마산회원구 구암동 19-1,128.5919619,35.24815561
바른치킨,기타 간이,치킨,해운동,경상남도 창원시 마산합포구 해운동 42-8,128.5633813,35.17983808
삼첩분식,기타 간이,김밥/만두/분식,석동,경상남도 창원시 진해구 석동 205-11,128.7035587,35.15503708
마라시장,중식,마라탕/훠궈,상남동,경상남도 창원시 성산구 상남동 22-3,128.6842485,35.22008584
에이치에스푸드,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 97-2,128.6777526,35.22224972
펍춘곡,한식,백반/한정식,월영동,경상남도 창원시 마산합포구 월영동 614-263,128.5637568,35.17697881
더케이브,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 17-10,128.6865405,35.23528871
오대지식당유니시티어반브릭스점,한식,백반/한정식,중동,경상남도 창원시 의창구 중동 784-1,128.6250252,35.25663392
대박가야밀면돈까스,한식,국수/칼국수,사림동,경상남도 창원시 의창구 사림동 66-1,128.6828751,35.24496355
돈짝,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 22-8,128.5035706,35.23391659
무애분식,기타 간이,김밥/만두/분식,양덕동,경상남도 창원시 마산회원구 양덕동 157-29,128.5888545,35.22415702
경주골,한식,돼지고기 구이/찜,가주동,경상남도 창원시 진해구 가주동 273-3,128.8351233,35.11295292
이탈리안717,서양식,경양식,귀곡동,경상남도 창원시 성산구 귀곡동 717-1,128.5973018,35.17010243
백중기와야순두부,한식,백반/한정식,구산면,경상남도 창원시 마산합포구 구산면 유산리 102-4,128.5643566,35.13188648
바른치킨내서점,기타 간이,치킨,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 33-10,128.5037869,35.231572
샐런,기타 간이,김밥/만두/분식,도계동,경상남도 창원시 의창구 도계동 312-17,128.6376225,35.26125553
창원조개창고,한식,해산물 구이/찜,북면,경상남도 창원시 의창구 북면 감계리 29-1,128.5964464,35.30529202
설맥,한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 5-52,128.5597383,35.18014342
천안문옛날짜장,중식,중국집,천선동,경상남도 창원시 성산구 천선동 1157,128.6937021,35.18602164
떡볶이참잘하는집떡참창원내서점,기타 간이,김밥/만두/분식,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 790-124,128.5210618,35.26148006
행복식당,한식,백반/한정식,상남동,경상남도 창원시 마산합포구 상남동 97-5,128.5721571,35.21164424
명가찜집,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 61-6,128.6593459,35.24582416
주막,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 155-25,128.5876757,35.22367598
깐돌이돼지국밥,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 370-5,128.4885614,35.11251927
가포화로,한식,돼지고기 구이/찜,가포동,경상남도 창원시 마산합포구 가포동 627,128.5748405,35.16847133
제이에이치푸드,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 133-8,128.6112959,35.25618123
다복정,한식,횟집,풍호동,경상남도 창원시 진해구 풍호동 814-1,128.7094119,35.13642462
부자회관,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 76-2,128.6809264,35.22215078
맥시칸양념통닭,기타 간이,치킨,진동면,경상남도 창원시 마산합포구 진동면 진동리 419-15,128.4867369,35.11563657
황금고을,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 13-6,128.6846598,35.22328353
석동갈비,한식,돼지고기 구이/찜,석동,경상남도 창원시 진해구 석동 142-1,128.7024985,35.151726
용호돈,한식,백반/한정식,용호동,경상남도 창원시 성산구 용호동 63,128.6848434,35.2333693
더말랑,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
맛샘추어탕,한식,국/탕/찌개류,회원동,경상남도 창원시 마산회원구 회원동 352-2,128.570564,35.21942201
971가,기타 간이,김밥/만두/분식,대원동,경상남도 창원시 성산구 대원동 97-1,128.6512533,35.23277946
장충동왕족발,한식,족발/보쌈,회원동,경상남도 창원시 마산회원구 회원동 29-1,128.5712903,35.22274482
낭만밥상,한식,돼지고기 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 58-3,128.5851418,35.22878127
행복한밥상,한식,백반/한정식,동정동,경상남도 창원시 의창구 동정동 296-30,128.6154552,35.2627044
가야포차선지국밥,한식,백반/한정식,소답동,경상남도 창원시 의창구 소답동 110-1,128.6240555,35.26345359
칠리향꼬치,중식,중국집,용원동,경상남도 창원시 진해구 용원동 1252-7,128.8184119,35.09828359
보문푸드,한식,백반/한정식,대내동,경상남도 창원시 마산합포구 대내동 7-14,128.5576647,35.18197387
착한밥집,한식,백반/한정식,동읍,경상남도 창원시 의창구 동읍 용잠리 408-8,128.68476,35.27833201
또또찜닭,한식,닭/오리고기 구이/찜,석전동,경상남도 창원시 마산회원구 석전동 258-2,128.5751761,35.23011806
옥이네F&S,기타 간이,김밥/만두/분식,신월동,경상남도 창원시 성산구 신월동 93,128.6875833,35.22607036
꼬소하닭,기타 간이,치킨,마천동,경상남도 창원시 진해구 마천동 98-3,128.7841361,35.12457925
치킨더홈남양점,기타 간이,치킨,남양동,경상남도 창원시 성산구 남양동 20,128.7004761,35.21152877
마산원조닭한마리,한식,닭/오리고기 구이/찜,사림동,경상남도 창원시 의창구 사림동 165-14,128.7007955,35.23847012
주야네,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 상곡리 193,128.5000598,35.24366649
중성족발,한식,족발/보쌈,중성동,경상남도 창원시 마산합포구 중성동 146,128.5758479,35.20702048
싸움의고수,한식,족발/보쌈,용호동,경상남도 창원시 성산구 용호동 73-18,128.6809,35.22950646
두식이두마리치킨,기타 간이,치킨,신월동,경상남도 창원시 성산구 신월동 68-21,128.6920438,35.22741509
금강산면옥박정식냉면,한식,국수/칼국수,북면,경상남도 창원시 의창구 북면 신촌리 1461-6,128.6121617,35.35368186
우연,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 평성리 306-8,128.5377454,35.25988368
코지하우스귀산점,한식,백반/한정식,귀곡동,경상남도 창원시 성산구 귀곡동 654-3,128.600672,35.16860742
바푸리진해,기타 간이,김밥/만두/분식,익선동,경상남도 창원시 진해구 익선동 1-2,128.6572861,35.14840102
오복국밥,한식,국/탕/찌개류,이동,경상남도 창원시 진해구 이동 676-17,128.6981728,35.15413075
신세대식당,한식,국수/칼국수,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 283-1,128.5214833,35.25350972
현대손국수,한식,국수/칼국수,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 283-1,128.5214833,35.25350972
사랑식탁,한식,백반/한정식,동읍,경상남도 창원시 의창구 동읍 용잠리 395,128.6868105,35.2790325
비에이치씨,기타 간이,치킨,동읍,경상남도 창원시 의창구 동읍 용잠리 230-6,128.6890582,35.27964169
먹는곳,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 195-11,128.6162434,35.26083446
조은할매국밥,한식,국/탕/찌개류,용원동,경상남도 창원시 진해구 용원동 1049-2,128.8191956,35.09330245
아기한스푼,기타 간이,그 외 기타 간이 음식점,북면,경상남도 창원시 의창구 북면 감계리 1006,128.5912088,35.30028789
서요창원,서양식,경양식,도계동,경상남도 창원시 의창구 도계동 405-1,128.6367327,35.2556895
황칠삼계탕,한식,닭/오리고기 구이/찜,신포동2가,경상남도 창원시 마산합포구 신포동2가 86-2,128.5726485,35.20184346
가랑식육식당,한식,돼지고기 구이/찜,해운동,경상남도 창원시 마산합포구 해운동 69-7,128.5645468,35.18167156
배정식당,한식,국수/칼국수,팔용동,경상남도 창원시 의창구 팔용동 15-6,128.6427673,35.23220284
신토불이,한식,백반/한정식,월남동2가,경상남도 창원시 마산합포구 월남동2가 25-1,128.5622537,35.18668514
친구끼리,한식,백반/한정식,교방동,경상남도 창원시 마산합포구 교방동 359-9,128.5643368,35.21639538
하늘다리레스토랑,서양식,경양식,귀곡동,경상남도 창원시 성산구 귀곡동 703,128.5949802,35.17239446
명품죽,한식,백반/한정식,도계동,경상남도 창원시 의창구 도계동 304-8,128.6339102,35.26015729
강레오의차돌집,한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 5-72,128.5592203,35.17985736
백두봉삼계탕,한식,닭/오리고기 구이/찜,월포동,경상남도 창원시 마산합포구 월포동 2-191,128.5634602,35.18808576
아기맘마,한식,백반/한정식,풍호동,경상남도 창원시 진해구 풍호동 255,128.7064363,35.13621665
향어나라초장이맛있는집,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1046-9,128.5085463,35.24779569
종일식당명서점,중식,중국집,명서동,경상남도 창원시 의창구 명서동 19-20,128.6410414,35.2516104
우동한그릇,일식,일식 면 요리,덕동동,경상남도 창원시 마산합포구 덕동동 662,128.5739878,35.13928708
명동닭튀김,기타 간이,치킨,석동,경상남도 창원시 진해구 석동 177-14,128.7029354,35.15275108
나들목한식뷔페,구내식당·뷔페,뷔페,봉암동,경상남도 창원시 마산회원구 봉암동 660-229,128.6000428,35.21741356
이승윤의알통떡강정교방점,기타 간이,치킨,교원동,경상남도 창원시 마산합포구 교원동 19-16,128.5680202,35.21535053
최고당돈가스,일식,일식 카레/돈가스/덮밥,합성동,경상남도 창원시 마산회원구 합성동 732-10,128.5818721,35.23550358
대구반야월막창산호점,한식,곱창 전골/구이,산호동,경상남도 창원시 마산합포구 산호동 24-18,128.5844664,35.22038331
맵당내서점,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 283-1,128.5214833,35.25350972
비스트로오클라,서양식,경양식,중앙동,경상남도 창원시 성산구 중앙동 98-2,128.6769331,35.22276811
기분좋은집식당,한식,백반/한정식,신촌동,경상남도 창원시 성산구 신촌동 15-4,128.6265518,35.20792256
석정한정식,한식,백반/한정식,용원동,경상남도 창원시 진해구 용원동 1239-1,128.818981,35.09816256
대박집,한식,백반/한정식,사림동,경상남도 창원시 의창구 사림동 114-11,128.6800752,35.24652072
꾸꾸숯불바베큐,기타 간이,치킨,소답동,경상남도 창원시 의창구 소답동 137-23,128.6266766,35.26272793
해조,한식,횟집,용원동,경상남도 창원시 진해구 용원동 1133-7,128.8198359,35.09481251
알리바바쏙쏙김밥,기타 간이,김밥/만두/분식,팔용동,경상남도 창원시 의창구 팔용동 30-3,128.6436388,35.23404611
서포횟집,한식,횟집,도계동,경상남도 창원시 의창구 도계동 324-4,128.6389325,35.26013088
지성이해물찜,한식,해산물 구이/찜,북면,경상남도 창원시 의창구 북면 동전리 478-4,128.598466,35.31525158
지구상사,서양식,경양식,상남동,경상남도 창원시 성산구 상남동 19-7,128.6851071,35.22030634
김해식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 326-2,128.5873096,35.23995736
태영생막창,한식,곱창 전골/구이,팔용동,경상남도 창원시 의창구 팔용동 153-6,128.6082352,35.25543045
주안상,한식,백반/한정식,도계동,경상남도 창원시 의창구 도계동 328-5,128.6369858,35.25994283
주상전하식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 84-26,128.5830159,35.2402846
해안선장어,한식,해산물 구이/찜,가포동,경상남도 창원시 마산합포구 가포동 637,128.5742725,35.16887967
묵자국밥,한식,국/탕/찌개류,양덕동,경상남도 창원시 마산회원구 양덕동 13-20,128.5842842,35.23327447
맛차이나,중식,중국집,석동,경상남도 창원시 진해구 석동 543-5,128.6987781,35.15817465
샤이바나,서양식,경양식,대원동,경상남도 창원시 성산구 대원동 121,128.6530456,35.23981886
서가네한우면돼지,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 274-3,128.5212487,35.25290678
푸드911,한식,백반/한정식,내동,경상남도 창원시 성산구 내동 454-5,128.6641506,35.22056734
육담맛있는고기,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 99-1,128.6757351,35.2213686
정성찌개,한식,백반/한정식,용원동,경상남도 창원시 진해구 용원동 1005,128.8182508,35.09423729
서민밥상,한식,백반/한정식,소계동,경상남도 창원시 의창구 소계동 708-8,128.6015408,35.25815914
