상호명,업종,분류,행정동명,지번주소,경도,위도
스시예,일식,일식 회/초밥,중앙동,경상남도 창원시 성산구 중앙동 75-8,128.6780316,35.22806227
어만형제,한식,백반/한정식,북면,경상남도 창원시 의창구 북면 신촌리 1258-1,128.6042381,35.34312128
향어가땡기는날,한식,횟집,이동,경상남도 창원시 진해구 이동 62-27,128.6996457,35.14925457
청년다방,기타 간이,김밥/만두/분식,남문동,경상남도 창원시 진해구 남문동 1254,128.7519092,35.10513239
청년다방,기타 간이,김밥/만두/분식,상남동,경상남도 창원시 성산구 상남동 13-3,128.6848039,35.22343596
도로시파스타창원팔용점,서양식,파스타/스테이크,팔용동,경상남도 창원시 의창구 팔용동 88-2,128.6145318,35.25393835
저팔계짬뽕,중식,중국집,월남동2가,경상남도 창원시 마산합포구 월남동2가 24,128.5620458,35.18678526
돈짝석전메트로점,한식,돼지고기 구이/찜,석전동,경상남도 창원시 마산회원구 석전동 264-5,128.5724241,35.2277784
돼지꿈연탄불고기,한식,돼지고기 구이/찜,이동,경상남도 창원시 진해구 이동 86-8,128.7027288,35.14914659
우리동네식당,동남아시아,베트남식 전문,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1064,128.5074037,35.24606976
산수집,한식,백반/한정식,명서동,경상남도 창원시 의창구 명서동 199-1,128.6483366,35.24315236
남문가야밀면,한식,냉면/밀면,남문동,경상남도 창원시 진해구 남문동 1242-2,128.7510439,35.10646285
술탄치킨&케밥,서양식,경양식,용원동,경상남도 창원시 진해구 용원동 1260-5,128.8156617,35.09856354
두루치기쌈밥정식봄날,한식,백반/한정식,충무동,경상남도 창원시 진해구 충무동 6,128.6587015,35.15244074
안지랑막창,한식,곱창 전골/구이,용원동,경상남도 창원시 진해구 용원동 1200-11,128.8131664,35.10242937
은행나무식당,한식,횟집,중앙동,경상남도 창원시 성산구 중앙동 73-16,128.6772183,35.22801274
금옥정,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 265-12,128.584977,35.2379585
차이윤,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 306-2,128.5045352,35.2228972
초램양고기,중식,중국집,현동,경상남도 창원시 마산합포구 현동 418,128.5539819,35.14890832
고기가,한식,돼지고기 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 13-28,128.5836481,35.23343078
용원9번지갈매기,한식,돼지고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1212-9,128.8131581,35.1015911
돌판,한식,돼지고기 구이/찜,도계동,경상남도 창원시 의창구 도계동 343-4,128.6368789,35.25893381
일가양꼬치중국요리,중식,중국집,중앙동,경상남도 창원시 성산구 중앙동 80-3,128.6776041,35.22684776
다정식당,한식,백반/한정식,신포동2가,경상남도 창원시 마산합포구 신포동2가 27-3,128.575273,35.20181299
카츠미도리,일식,일식 회/초밥,귀산동,경상남도 창원시 성산구 귀산동 606-3,128.6100326,35.15639139
푸라닭마산교방점,기타 간이,치킨,교방동,경상남도 창원시 마산합포구 교방동 209-19,128.5653319,35.21100024
고릴라돈까스,서양식,경양식,월남동5가,경상남도 창원시 마산합포구 월남동5가 8,128.5582527,35.18125903
복단지차와식사,한식,백반/한정식,동읍,경상남도 창원시 의창구 동읍 용잠리 222-12,128.6889071,35.27867804
김서방돼지국밥&족발,한식,백반/한정식,장군동3가,경상남도 창원시 마산합포구 장군동3가 23-10,128.5640109,35.19468162
일품양평해장국,한식,국/탕/찌개류,동성동,경상남도 창원시 마산합포구 동성동 315,128.5796464,35.20370316
덕수파스타,서양식,파스타/스테이크,해운동,경상남도 창원시 마산합포구 해운동 39-13,128.5614203,35.17885561
명랑부대찌개,한식,백반/한정식,자은동,경상남도 창원시 진해구 자은동 138-1,128.713473,35.15540277
청년다방,기타 간이,김밥/만두/분식,대원동,경상남도 창원시 성산구 대원동 121,128.6530456,35.23981886
소소소,한식,돼지고기 구이/찜,남문동,경상남도 창원시 진해구 남문동 1246-3,128.7534919,35.10667302
솜누스,한식,횟집,명서동,경상남도 창원시 의창구 명서동 166-4,128.6505451,35.24727799
미성식당,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 89-28,128.5842995,35.23695218
채선당M대동백화점,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 44-1,128.6876451,35.21906603
계판,한식,백반/한정식,안골동,경상남도 창원시 진해구 안골동 361-9,128.8040084,35.09916419
불막열삼,한식,곱창 전골/구이,해운동,경상남도 창원시 마산합포구 해운동 36-7,128.5619943,35.17931268
꼬꼬아찌,기타 간이,치킨,상남동,경상남도 창원시 성산구 상남동 20-3,128.6846959,35.22103881
우리들돼지국밥,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 245-6,128.5781731,35.23135675
땅스부대찌개,한식,국/탕/찌개류,용원동,경상남도 창원시 진해구 용원동 1211-5,128.810226,35.10124115
크라운호텔웨딩,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 34-1,128.6400539,35.23782402
미옥정갈치조림구이,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 326-13,128.5874144,35.23924473
우샤푸드,한식,백반/한정식,안골동,경상남도 창원시 진해구 안골동 357-11,128.8062664,35.10012274
더램키친케이성주점,일식,일식 회/초밥,성주동,경상남도 창원시 성산구 성주동 124,128.7110696,35.19829736
멕시카나봉림점,기타 간이,치킨,봉림동,경상남도 창원시 의창구 봉림동 713-7,128.6679979,35.25037391
경원해물찜,한식,해산물 구이/찜,자은동,경상남도 창원시 진해구 자은동 138-5,128.713762,35.15455373
삼겹파티,한식,돼지고기 구이/찜,도계동,경상남도 창원시 의창구 도계동 326-6,128.6370658,35.26033903
39옛날수제통닭,기타 간이,치킨,가음동,경상남도 창원시 성산구 가음동 21-20,128.6970196,35.20806025
돈이요,한식,돼지고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1201-15,128.8125271,35.10210914
대구뽈찜,한식,해산물 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 162-3,128.5853651,35.23998481
한그릇집밥,한식,백반/한정식,경화동,경상남도 창원시 진해구 경화동 77-2,128.6881615,35.15396267
배떡창원,한식,백반/한정식,도계동,경상남도 창원시 의창구 도계동 328-5,128.6369858,35.25994283
직화요리볶음찜닭북,한식,닭/오리고기 구이/찜,상남동,경상남도 창원시 마산합포구 상남동 4-2,128.5702198,35.21575485
하나미,한식,돼지고기 구이/찜,성주동,경상남도 창원시 성산구 성주동 127,128.7110518,35.19878423
나래식당,한식,백반/한정식,대산면,경상남도 창원시 의창구 대산면 제동리 273-17,128.7084667,35.33464113
교촌치킨,기타 간이,치킨,양덕동,경상남도 창원시 마산회원구 양덕동 61-61,128.5838277,35.23090595
남이돌솥밥,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 35-11,128.5017385,35.23077824
언양불고기&소양념갈비,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 31-4,128.5048261,35.23084653
태리떡볶이&닭강정,기타 간이,김밥/만두/분식,합성동,경상남도 창원시 마산회원구 합성동 100-9,128.5813304,35.23811128
가본초밥,일식,일식 회/초밥,북면,경상남도 창원시 의창구 북면 무동리 440,128.5759757,35.31673995
다미손짜장,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 868,128.5086497,35.25554746
촌놈의짬뽕합포구점,중식,중국집,해운동,경상남도 창원시 마산합포구 해운동 36-5,128.5622801,35.17935642
에비117,일식,일식 회/초밥,중앙동,경상남도 창원시 성산구 중앙동 73-9,128.6775783,35.22771326
강민식당,한식,백반/한정식,구산면,경상남도 창원시 마산합포구 구산면 심리 80-7,128.6290338,35.06809804
꿀꾸리네,한식,백반/한정식,풍호동,경상남도 창원시 진해구 풍호동 730-16,128.7020267,35.1415156
초가집지점,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 74-14,128.6772876,35.22841799
더옴푸드,한식,백반/한정식,대방동,경상남도 창원시 성산구 대방동 365-5,128.7079444,35.20768137
로즈경김밥,기타 간이,김밥/만두/분식,장군동5가,경상남도 창원시 마산합포구 장군동5가 14-5,128.5662878,35.19998039
현아네실비,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 38-15,128.5811934,35.2173703
선우경순대동읍점,한식,국/탕/찌개류,동읍,경상남도 창원시 의창구 동읍 송정리 97-3,128.7000667,35.2776585
알통떡강정,기타 간이,치킨,해운동,경상남도 창원시 마산합포구 해운동 16-13,128.5582584,35.17887924
큰사람유통24시장수촌돼지국밥,한식,백반/한정식,중동,경상남도 창원시 의창구 중동 753-2,128.6268482,35.26074394
빵내음,한식,백반/한정식,가포동,경상남도 창원시 마산합포구 가포동 535-1,128.5681603,35.16133649
빛나리분식,기타 간이,김밥/만두/분식,가음동,경상남도 창원시 성산구 가음동 21-20,128.6970196,35.20806025
두끼창원대방점,기타 간이,김밥/만두/분식,대방동,경상남도 창원시 성산구 대방동 366-1,128.7076553,35.20727742
코키오코코롯데마트,기타 간이,치킨,양덕동,경상남도 창원시 마산회원구 양덕동 84-14,128.5845889,35.22368191
양촌국수집,한식,국수/칼국수,진전면,경상남도 창원시 마산합포구 진전면 동산리 77,128.3918297,35.12028938
두끼떡볶이,기타 간이,김밥/만두/분식,상남동,경상남도 창원시 성산구 상남동 9-3,128.6861629,35.22305869
호야네푸드내서점,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 254-1,128.5027552,35.22283249
닭을사랑하는도둑,기타 간이,치킨,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 307-1,128.5199073,35.25452608
집밥,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 888-1,128.5769245,35.22879367
그랜드스넥바,기타 간이,그 외 기타 간이 음식점,사파동,경상남도 창원시 성산구 사파동 153-1,128.6957249,35.21722606
김밥일번지,기타 간이,김밥/만두/분식,부흥동,경상남도 창원시 진해구 부흥동 1-1,128.6618331,35.14746584
엄지척닭도리오동동점,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 159-4,128.5768149,35.20708799
고집센그집갈비탕진해,한식,백반/한정식,충무동,경상남도 창원시 진해구 충무동 17-3,128.6634074,35.15212661
제이엠티치킨&파닭팔용점,기타 간이,치킨,팔용동,경상남도 창원시 의창구 팔용동 193-7,128.6158847,35.26136812
치킨의민족마산,기타 간이,치킨,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 790-124,128.5210618,35.26148006
착한식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 326-1,128.587563,35.24004627
신라초밥,일식,일식 회/초밥,중성동,경상남도 창원시 마산합포구 중성동 102,128.5761014,35.20714548
꺼멍이연탄집,한식,돼지고기 구이/찜,송학동,경상남도 창원시 진해구 송학동 7-2,128.6585742,35.15163015
새옹지마찜,한식,백반/한정식,우산동,경상남도 창원시 마산합포구 우산동 97,128.5532422,35.15150782
김서방식당,한식,백반/한정식,가음동,경상남도 창원시 성산구 가음동 7-1,128.6891818,35.20983583
삼향식당,한식,백반/한정식,서상동,경상남도 창원시 의창구 서상동 664-9,128.6251438,35.26062656
이언키친,서양식,경양식,상남동,경상남도 창원시 성산구 상남동 60-5,128.6824941,35.21652615
원조소문난솥뚜껑,한식,돼지고기 구이/찜,봉곡동,경상남도 창원시 의창구 봉곡동 33-1,128.6501275,35.24452191
피앤에스산업개발,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1043-1,128.5106858,35.24903064
맛집,한식,백반/한정식,월영동,경상남도 창원시 마산합포구 월영동 393-2,128.5539992,35.18221605
본도시락진해,한식,백반/한정식,자은동,경상남도 창원시 진해구 자은동 135-1,128.7138925,35.15567073
대박식당,한식,백반/한정식,대산면,경상남도 창원시 의창구 대산면 유등리 328-17,128.743586,35.34262388
고구려엔타스시스템,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 78-4,128.6805183,35.22326181
람바다횟집풍호점,한식,횟집,풍호동,경상남도 창원시 진해구 풍호동 333-4,128.7053416,35.13524949
언양닭칼국수팔용점,한식,국수/칼국수,팔용동,경상남도 창원시 의창구 팔용동 39-15,128.6331711,35.24142981
피그홀릭,한식,돼지고기 구이/찜,남양동,경상남도 창원시 성산구 남양동 25-3,128.7020853,35.20835549
시골밥상,한식,백반/한정식,가음동,경상남도 창원시 성산구 가음동 32-13,128.7010334,35.20736101
쿠우쿠우,구내식당·뷔페,뷔페,석동,경상남도 창원시 진해구 석동 513-2,128.6968436,35.1591413
몸신샐러드진해,기타 간이,김밥/만두/분식,용원동,경상남도 창원시 진해구 용원동 1217-1,128.8135959,35.10149802
경원해물찜,한식,해산물 구이/찜,양덕동,경상남도 창원시 마산회원구 양덕동 7-17,128.5816838,35.23528814
캄보디아식당,동남아시아,베트남식 전문,내동,경상남도 창원시 성산구 내동 454-1,128.6622479,35.22163242
초가아구찜본관,한식,해산물 구이/찜,오동동,경상남도 창원시 마산합포구 오동동 199,128.5781931,35.20629718
신포장어,한식,해산물 구이/찜,신포동2가,경상남도 창원시 마산합포구 신포동2가 121-12,128.5754319,35.19942347
와따불짬뽕,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1451-11,128.5172191,35.25344689
산청어탕,한식,백반/한정식,부림동,경상남도 창원시 마산합포구 부림동 3-4,128.5731469,35.20713245
양군,한식,백반/한정식,소답동,경상남도 창원시 의창구 소답동 138-4,128.6273772,35.26236374
명륜진사갈비합포점,한식,돼지고기 구이/찜,신포동1가,경상남도 창원시 마산합포구 신포동1가 66-1,128.5733628,35.19879327
다다횟집,한식,횟집,중앙동,경상남도 창원시 성산구 중앙동 74-16,128.6772235,35.22863468
오동동참아구찜,한식,해산물 구이/찜,오동동,경상남도 창원시 마산합포구 오동동 141-14,128.5785676,35.20799908
교촌치킨감계점,기타 간이,치킨,북면,경상남도 창원시 의창구 북면 감계리 246-4,128.5932251,35.30085491
못생긴아구찜,한식,해산물 구이/찜,신월동,경상남도 창원시 성산구 신월동 36-17,128.6901177,35.23087849
여행스케치,한식,백반/한정식,창포동2가,경상남도 창원시 마산합포구 창포동2가 1-61,128.5616306,35.18390263
동근이숯불두마리치킨진동점,기타 간이,치킨,진동면,경상남도 창원시 마산합포구 진동면 진동리 639,128.4851072,35.11832038
종로식품,한식,백반/한정식,명서동,경상남도 창원시 의창구 명서동 79-21,128.6443212,35.24809551
맛으로소문날집,한식,돼지고기 구이/찜,명곡동,경상남도 창원시 의창구 명곡동 216-1,128.6486084,35.25521178
태양실비,한식,백반/한정식,교방동,경상남도 창원시 마산합포구 교방동 376-13,128.5658177,35.21454055
후라이드참잘하는집,기타 간이,치킨,교원동,경상남도 창원시 마산합포구 교원동 16-15,128.5670627,35.21507558
등뼈감자탕,한식,국/탕/찌개류,태평동,경상남도 창원시 진해구 태평동 11-1,128.6590735,35.14684988
경성영양돌솥밥,한식,백반/한정식,사림동,경상남도 창원시 의창구 사림동 115-10,128.6815426,35.24591754
청춘냉삼,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 70-16,128.6761503,35.22772124
이은빈동태마을,한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 58-2,128.5631468,35.18403982
신밀양돼지국밥,한식,백반/한정식,성산동,경상남도 창원시 성산구 성산동 77-1,128.6637764,35.20563293
동일식당,한식,백반/한정식,제덕동,경상남도 창원시 진해구 제덕동 869-4,128.7420037,35.10146151
알천김밥,기타 간이,김밥/만두/분식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 26-4,128.5035076,35.23260979
짱가반점,중식,중국집,진동면,경상남도 창원시 마산합포구 진동면 진동리 437-2,128.4857202,35.11808355
마운트,서양식,경양식,구암동,경상남도 창원시 마산회원구 구암동 16-38,128.5894191,35.24753703
소담추어탕,한식,국/탕/찌개류,진동면,경상남도 창원시 마산합포구 진동면 진동리 626-8,128.4858189,35.11623521
라화쿵부창원내서점,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 33-5,128.5036403,35.23096865
소반돈가스,서양식,경양식,팔용동,경상남도 창원시 의창구 팔용동 216,128.6042332,35.25370176
양산박,한식,돼지고기 구이/찜,해운동,경상남도 창원시 마산합포구 해운동 64-1,128.56152,35.18058589
요달의찜닭,한식,닭/오리고기 구이/찜,신월동,경상남도 창원시 성산구 신월동 36-13,128.6904991,35.23050674
이차돌팔용점,한식,소고기 구이/찜,팔용동,경상남도 창원시 의창구 팔용동 31-3,128.6428965,35.234654
손만듀,기타 간이,김밥/만두/분식,봉곡동,경상남도 창원시 의창구 봉곡동 120-22,128.669131,35.2491868
점심한끼,한식,백반/한정식,충무동,경상남도 창원시 진해구 충무동 21-3,128.6651833,35.15186447
총각네식육식당풍호점,한식,돼지고기 구이/찜,자은동,경상남도 창원시 진해구 자은동 626-37,128.7064844,35.14050715
사철밀면,한식,냉면/밀면,사림동,경상남도 창원시 의창구 사림동 46-17,128.6850794,35.24313926
88에프앤비,한식,백반/한정식,중평동,경상남도 창원시 진해구 중평동 23-4,128.6613375,35.1472522
서소문족발,한식,족발/보쌈,해운동,경상남도 창원시 마산합포구 해운동 35,128.5617033,35.18009827
창동정원,한식,백반/한정식,중성동,경상남도 창원시 마산합포구 중성동 111-4,128.5746113,35.20765735
일비합천삼가한우식육식당,한식,소고기 구이/찜,사파동,경상남도 창원시 성산구 사파동 124-2,128.6986673,35.22475393
복자네뼈해장국,한식,국/탕/찌개류,이동,경상남도 창원시 진해구 이동 614-8,128.6958148,35.15046651
돼지저금통,한식,돼지고기 구이/찜,해운동,경상남도 창원시 마산합포구 해운동 42-3,128.5630995,35.18037123
시골밥상,한식,백반/한정식,장군동4가,경상남도 창원시 마산합포구 장군동4가 10-2,128.5655724,35.19817187
착한수제갈비,한식,돼지고기 구이/찜,진동면,경상남도 창원시 마산합포구 진동면 진동리 640,128.4852624,35.11859019
수억돼지국밥,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 31-7,128.6499984,35.24486514
우리식당,한식,백반/한정식,성주동,경상남도 창원시 성산구 성주동 68,128.705709,35.18414944
텃밭,기타 간이,김밥/만두/분식,팔용동,경상남도 창원시 의창구 팔용동 133-11,128.6108583,35.25644485
두끼마산,기타 간이,김밥/만두/분식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 27-1,128.5040879,35.23228287
샤브보트롯데마트,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 84-14,128.5845889,35.22368191
멕시카나,기타 간이,치킨,동읍,경상남도 창원시 의창구 동읍 용잠리 250-5,128.6904046,35.28026499
경화시장활어센터,한식,횟집,경화동,경상남도 창원시 진해구 경화동 906-17,128.6904344,35.15667204
풍천민물장어,한식,해산물 구이/찜,대산면,경상남도 창원시 의창구 대산면 일동리 539-3,128.6895198,35.36902166
명가일식,일식,일식 회/초밥,상남동,경상남도 창원시 성산구 상남동 18-4,128.6850941,35.22137008
연길양꼬치&마라탕,중식,중국집,월영동,경상남도 창원시 마산합포구 월영동 427-37,128.5574188,35.18132598
덕장진땡이,한식,백반/한정식,서상동,경상남도 창원시 의창구 서상동 668-13,128.6255994,35.25984899
태양분식,기타 간이,김밥/만두/분식,교방동,경상남도 창원시 마산합포구 교방동 377-24,128.5644592,35.21345617
한일회센타,한식,횟집,상남동,경상남도 창원시 마산합포구 상남동 24-10,128.5713156,35.21381163
일상다반사,한식,돼지고기 구이/찜,화천동,경상남도 창원시 진해구 화천동 28-3,128.6609782,35.15168016
천자봉,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 164-5,128.6092389,35.25739048
시올돈,일식,일식 회/초밥,명서동,경상남도 창원시 의창구 명서동 212,128.6445101,35.23725051
꼬기만땅점보비빔밥마산내서점,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 280-2,128.5211961,35.25327658
제이제이푸드,기타 간이,치킨,상남동,경상남도 창원시 성산구 상남동 101-1,128.6833224,35.21706232
낭만짚불구이진동점,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 436-4,128.486381,35.11850458
방앗간분식,기타 간이,김밥/만두/분식,근화동,경상남도 창원시 진해구 근화동 5-5,128.6595136,35.14699171
창동고구려민속촌,한식,백반/한정식,중성동,경상남도 창원시 마산합포구 중성동 77-10,128.5760603,35.20755131
삼첩분식,기타 간이,김밥/만두/분식,진동면,경상남도 창원시 마산합포구 진동면 진동리 474-35,128.4880577,35.11452249
가마치통닭신항만점,기타 간이,치킨,용원동,경상남도 창원시 진해구 용원동 1343-9,128.8153954,35.08724345
어전,한식,횟집,오동동,경상남도 창원시 마산합포구 오동동 251-14,128.5793921,35.20502045
와니푸드,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 17-4,128.6853937,35.22172895
팥냄시,한식,국수/칼국수,북면,경상남도 창원시 의창구 북면 감계리 1106,128.5909057,35.30094739
호식이두마리치킨,기타 간이,치킨,중앙동,경상남도 창원시 성산구 중앙동 97-2,128.6777526,35.22224972
골목찜집,한식,백반/한정식,월포동,경상남도 창원시 마산합포구 월포동 2-27,128.5646336,35.19104598
먹먹짜장,중식,중국집,진동면,경상남도 창원시 마산합포구 진동면 진동리 488-1,128.4877394,35.11633567
정쉐프탕수육,중식,중국집,자은동,경상남도 창원시 진해구 자은동 903-6,128.7064331,35.14981013
오·돈보쌈,한식,족발/보쌈,북면,경상남도 창원시 의창구 북면 감계리 272-6,128.5940811,35.29912001
더포,서양식,경양식,용원동,경상남도 창원시 진해구 용원동 889,128.8126439,35.09177806
돈불리,한식,돼지고기 구이/찜,신촌동,경상남도 창원시 성산구 신촌동 15-10,128.6269947,35.20696476
가월돈까스창원,서양식,경양식,사림동,경상남도 창원시 의창구 사림동 162-4,128.6977828,35.23820809
오빠막창합포지구,한식,곱창 전골/구이,해운동,경상남도 창원시 마산합포구 해운동 59,128.5639201,35.18312578
까치불고기정식,한식,돼지고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 94-4,128.6783754,35.22449075
호맥,기타 간이,그 외 기타 간이 음식점,용원동,경상남도 창원시 진해구 용원동 1202-10,128.8117407,35.10244794
자매횟집,한식,횟집,송학동,경상남도 창원시 진해구 송학동 47-7,128.6652638,35.15096261
토마토도시락마산,한식,백반/한정식,현동,경상남도 창원시 마산합포구 현동 527,128.5559698,35.14588843
둘리스낵,기타 간이,김밥/만두/분식,중앙동,경상남도 창원시 성산구 중앙동 100-1,128.6765549,35.22087725
비비큐창원,기타 간이,치킨,가음동,경상남도 창원시 성산구 가음동 21-10,128.698455,35.20766437
더썬치킨덕산점,기타 간이,치킨,동읍,경상남도 창원시 의창구 동읍 용잠리 406-1,128.6851472,35.27862728
합천할매가마솥국밥진동점,한식,국/탕/찌개류,진동면,경상남도 창원시 마산합포구 진동면 진동리 677-2,128.4871242,35.12355867
미정국수한그릇,한식,국수/칼국수,소계동,경상남도 창원시 의창구 소계동 718-26,128.5973073,35.2593249
진주냉면,한식,냉면/밀면,남양동,경상남도 창원시 성산구 남양동 26-4,128.7045384,35.20880997
시골밥상,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 95-4,128.677444,35.22344131
김밥일번지사파점,기타 간이,김밥/만두/분식,사파동,경상남도 창원시 성산구 사파동 88-1,128.7017731,35.22058046
돼지상회,한식,돼지고기 구이/찜,팔용동,경상남도 창원시 의창구 팔용동 176-5,128.6126974,35.25987895
솔로몬어탕,한식,백반/한정식,사파동,경상남도 창원시 성산구 사파동 93,128.7022141,35.2194872
백락촌식당,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 84-2,128.6781037,35.22615989
치킨신드롬,기타 간이,치킨,자은동,경상남도 창원시 진해구 자은동 136-3,128.7143139,35.15491105
불로만숯불바베큐진동점,기타 간이,치킨,진동면,경상남도 창원시 마산합포구 진동면 진동리 438-4,128.4869685,35.11769093
김할머니의령소바,일식,일식 면 요리,해운동,경상남도 창원시 마산합포구 해운동 67-17,128.5630891,35.18204793
마로니에,한식,돼지고기 구이/찜,완월동,경상남도 창원시 마산합포구 완월동 119,128.5563049,35.19993651
지리산돼지국밥,한식,백반/한정식,봉곡동,경상남도 창원시 의창구 봉곡동 61-9,128.6591224,35.24535664
미스사이공,동남아시아,베트남식 전문,상남동,경상남도 창원시 성산구 상남동 4-2,128.6858804,35.22342987
큰손1치킨2피자,기타 간이,치킨,풍호동,경상남도 창원시 진해구 풍호동 755-8,128.7014383,35.1432858
맛자랑양평해장국,한식,국/탕/찌개류,산호동,경상남도 창원시 마산합포구 산호동 323-3,128.5848569,35.21051088
멕시카나,기타 간이,치킨,장천동,경상남도 창원시 진해구 장천동 422-6,128.7066179,35.13056365
남다른꽃대패,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 477-29,128.4973505,35.23182397
배떡,기타 간이,김밥/만두/분식,상남동,경상남도 창원시 성산구 상남동 95-3,128.684121,35.21798627
해우왕족발,한식,족발/보쌈,반지동,경상남도 창원시 성산구 반지동 68-9,128.6628179,35.23904461
무리소소고기무한리필,한식,소고기 구이/찜,석전동,경상남도 창원시 마산회원구 석전동 266-36,128.5726864,35.22601038
산호식당,한식,국수/칼국수,상남동,경상남도 창원시 성산구 상남동 64-2,128.6782189,35.21755975
만리장성,중식,중국집,제덕동,경상남도 창원시 진해구 제덕동 340-3,128.7447118,35.10253564
동신참치,일식,일식 회/초밥,창동,경상남도 창원시 마산합포구 창동 197,128.5748916,35.20534838
별난만두대방점,기타 간이,김밥/만두/분식,대방동,경상남도 창원시 성산구 대방동 364-4,128.7075851,35.20805305
우직한나주곰탕,한식,국/탕/찌개류,현동,경상남도 창원시 마산합포구 현동 380,128.5535855,35.15033439
리춘시장,중식,중국집,봉곡동,경상남도 창원시 의창구 봉곡동 31-5,128.6496992,35.24455125
해녀와뱃놈,한식,횟집,팔용동,경상남도 창원시 의창구 팔용동 158-6,128.6082443,35.25664731
미락,기타 간이,김밥/만두/분식,용호동,경상남도 창원시 성산구 용호동 7-1,128.6894603,35.23627268
충무김밥맛죽,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 19-1,128.6859947,35.22135597
가고파분식,기타 간이,김밥/만두/분식,회원동,경상남도 창원시 마산회원구 회원동 31-38,128.5720845,35.22164134
푸드,한식,백반/한정식,자은동,경상남도 창원시 진해구 자은동 938-14,128.7080581,35.1486288
재약산생구이,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
본도시락마산역점,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 223-7,128.580273,35.23620535
크레파스,기타 간이,김밥/만두/분식,남성동,경상남도 창원시 마산합포구 남성동 124-1,128.5762621,35.20501736
티바두마리치킨,기타 간이,치킨,남양동,경상남도 창원시 성산구 남양동 27-7,128.7059918,35.20796319
사계절,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 317-50,128.589767,35.24094598
옛날통닭,기타 간이,치킨,대내동,경상남도 창원시 마산합포구 대내동 7-14,128.5576647,35.18197387
본죽&비빔밥마산,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 177-7,128.5228515,35.26121093
먹스타브라더스진해,기타 간이,치킨,석동,경상남도 창원시 진해구 석동 177-14,128.7029354,35.15275108
통영돌문어,한식,해산물 구이/찜,대방동,경상남도 창원시 성산구 대방동 364-3,128.7080144,35.20815871
금복주류진해,한식,돼지고기 구이/찜,석동,경상남도 창원시 진해구 석동 180-8,128.703822,35.15247551
꽃돼지식당,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 11-4,128.6858467,35.22204188
맛나식당,한식,백반/한정식,가포동,경상남도 창원시 마산합포구 가포동 499-13,128.5720042,35.16788982
